id,loan_status,aproval_prob
63545,0,0.0278
63546,0,0.0084
63547,0,0.0541
63548,0,0.0153
63549,0,0.0095
63550,0,0.0571
63551,0,0.0337
63552,0,0.0085
63553,0,0.0545
63554,0,0.0384
63555,0,0.0625
63556,0,0.0451
63557,0,0.105
63558,0,0.0026
63559,0,0.0205
63560,0,0.0407
63561,1,0.9874
63562,0,0.0021
63563,1,0.9676
63564,0,0.0078
63565,0,0.0432
63566,0,0.0672
63567,1,0.981
63568,0,0.0096
63569,0,0.0074
63570,1,0.923
63571,0,0.0753
63572,0,0.0102
63573,0,0.0197
63574,0,0.0837
63575,0,0.0489
63576,0,0.0217
63577,0,0.0392
63578,1,0.9699
63579,0,0.001
63580,0,0.0151
63581,0,0.0022
63582,0,0.0471
63583,0,0.0501
63584,0,0.0399
63585,0,0.0186
63586,0,0.0104
63587,0,0.0179
63588,0,0.1005
63589,0,0.3528
63590,0,0.0291
63591,0,0.01
63592,0,0.0264
63593,0,0.0086
63594,0,0.0126
63595,0,0.0266
63596,0,0.0175
63597,0,0.0058
63598,1,0.6414
63599,0,0.2342
63600,1,0.9037
63601,1,0.9746
63602,1,0.917
63603,0,0.0107
63604,0,0.0291
63605,0,0.0434
63606,1,0.8873
63607,0,0.0144
63608,1,0.9788
63609,0,0.0639
63610,0,0.0201
63611,0,0.0056
63612,0,0.0192
63613,0,0.0744
63614,0,0.0029
63615,0,0.0189
63616,0,0.0014
63617,0,0.2859
63618,0,0.0656
63619,0,0.0021
63620,1,0.9541
63621,0,0.0748
63622,1,0.9633
63623,0,0.0224
63624,0,0.0969
63625,0,0.0527
63626,0,0.0164
63627,0,0.0168
63628,1,0.9693
63629,0,0.0618
63630,0,0.004
63631,0,0.0763
63632,0,0.0075
63633,0,0.0195
63634,0,0.0147
63635,0,0.0105
63636,0,0.1365
63637,0,0.0789
63638,0,0.0477
63639,0,0.078
63640,0,0.1194
63641,0,0.0812
63642,0,0.0232
63643,0,0.0102
63644,0,0.0854
63645,0,0.01
63646,0,0.0063
63647,0,0.0853
63648,0,0.0284
63649,0,0.0122
63650,1,0.97
63651,0,0.0246
63652,0,0.0104
63653,0,0.0382
63654,0,0.0067
63655,0,0.3453
63656,0,0.0043
63657,0,0.0991
63658,0,0.0059
63659,0,0.0085
63660,0,0.0304
63661,0,0.1712
63662,0,0.0075
63663,0,0.0187
63664,0,0.0164
63665,0,0.0093
63666,0,0.01
63667,0,0.0792
63668,0,0.0263
63669,0,0.0122
63670,0,0.0368
63671,0,0.0202
63672,0,0.066
63673,0,0.0165
63674,0,0.008
63675,0,0.0071
63676,0,0.018
63677,0,0.186
63678,0,0.0988
63679,0,0.0134
63680,1,0.812
63681,0,0.0297
63682,0,0.0265
63683,0,0.029
63684,0,0.0106
63685,0,0.2172
63686,0,0.007
63687,0,0.005
63688,0,0.0271
63689,0,0.2065
63690,1,0.8932
63691,0,0.2094
63692,0,0.0329
63693,0,0.0138
63694,0,0.0108
63695,0,0.1099
63696,0,0.0819
63697,0,0.0073
63698,0,0.0063
63699,0,0.014
63700,0,0.0125
63701,0,0.0055
63702,0,0.0255
63703,0,0.0895
63704,0,0.0035
63705,0,0.0436
63706,0,0.0202
63707,0,0.0096
63708,0,0.0025
63709,0,0.0239
63710,0,0.1144
63711,0,0.2899
63712,0,0.0668
63713,1,0.8866
63714,0,0.0402
63715,0,0.0414
63716,0,0.0144
63717,0,0.0098
63718,0,0.004
63719,0,0.0202
63720,0,0.0051
63721,0,0.0546
63722,0,0.078
63723,0,0.0133
63724,0,0.1568
63725,1,0.9319
63726,0,0.0104
63727,1,0.9716
63728,0,0.0121
63729,0,0.0111
63730,0,0.0142
63731,0,0.0169
63732,1,0.5954
63733,0,0.0165
63734,0,0.063
63735,0,0.0119
63736,0,0.0601
63737,1,0.5029
63738,0,0.0478
63739,0,0.0193
63740,0,0.0016
63741,0,0.1226
63742,0,0.0894
63743,0,0.0472
63744,0,0.0625
63745,1,0.9734
63746,0,0.0326
63747,0,0.0513
63748,0,0.2151
63749,0,0.0011
63750,0,0.0133
63751,1,0.9462
63752,0,0.0113
63753,0,0.081
63754,1,0.8308
63755,0,0.0552
63756,0,0.127
63757,0,0.0416
63758,0,0.0075
63759,0,0.0944
63760,0,0.0895
63761,0,0.0919
63762,1,0.9016
63763,0,0.048
63764,0,0.0809
63765,0,0.0174
63766,1,0.9644
63767,0,0.0531
63768,0,0.0199
63769,0,0.0683
63770,0,0.068
63771,0,0.0261
63772,0,0.0132
63773,0,0.0062
63774,0,0.0782
63775,0,0.0597
63776,0,0.0049
63777,0,0.0377
63778,1,0.8836
63779,0,0.0206
63780,0,0.065
63781,0,0.1133
63782,0,0.0137
63783,0,0.0014
63784,0,0.0928
63785,0,0.0079
63786,0,0.0594
63787,0,0.0475
63788,0,0.1305
63789,0,0.3298
63790,0,0.0062
63791,0,0.0166
63792,0,0.0069
63793,0,0.0059
63794,0,0.0057
63795,1,0.7636
63796,0,0.1746
63797,0,0.0457
63798,0,0.3411
63799,0,0.4966
63800,0,0.1974
63801,0,0.002
63802,0,0.0673
63803,0,0.1079
63804,0,0.1423
63805,1,0.9314
63806,0,0.0039
63807,0,0.1436
63808,0,0.0713
63809,0,0.1436
63810,0,0.0165
63811,1,0.9606
63812,0,0.0085
63813,0,0.0432
63814,0,0.0112
63815,0,0.0083
63816,1,0.992
63817,0,0.0072
63818,0,0.0239
63819,0,0.0388
63820,0,0.0186
63821,0,0.0056
63822,0,0.0289
63823,0,0.0377
63824,0,0.0018
63825,0,0.0283
63826,0,0.0194
63827,0,0.2086
63828,0,0.0156
63829,0,0.0061
63830,0,0.2711
63831,0,0.0597
63832,1,0.6642
63833,0,0.0268
63834,0,0.103
63835,0,0.003
63836,0,0.0432
63837,0,0.0353
63838,0,0.0068
63839,0,0.0052
63840,0,0.4372
63841,0,0.0163
63842,0,0.4138
63843,1,0.8849
63844,0,0.0349
63845,1,0.8597
63846,0,0.0075
63847,0,0.0021
63848,0,0.0179
63849,0,0.0027
63850,0,0.0026
63851,1,0.9387
63852,0,0.0712
63853,0,0.4365
63854,0,0.0314
63855,0,0.0473
63856,0,0.0618
63857,0,0.126
63858,0,0.0567
63859,1,0.8965
63860,0,0.0121
63861,0,0.0121
63862,0,0.0249
63863,0,0.0727
63864,1,0.8195
63865,0,0.0112
63866,0,0.0102
63867,0,0.0501
63868,0,0.0345
63869,0,0.0208
63870,1,0.97
63871,0,0.1627
63872,1,0.9827
63873,0,0.0731
63874,1,0.9241
63875,1,0.863
63876,1,0.5064
63877,0,0.1158
63878,0,0.0065
63879,0,0.0086
63880,0,0.0887
63881,0,0.0176
63882,0,0.0079
63883,0,0.0339
63884,0,0.0328
63885,1,0.6421
63886,0,0.0258
63887,1,0.9331
63888,1,0.9313
63889,0,0.4281
63890,0,0.3731
63891,0,0.016
63892,0,0.0221
63893,0,0.0099
63894,0,0.0813
63895,0,0.0014
63896,1,0.9447
63897,0,0.0348
63898,0,0.1181
63899,0,0.0512
63900,0,0.014
63901,0,0.014
63902,0,0.0443
63903,0,0.1058
63904,0,0.027
63905,0,0.0099
63906,0,0.0026
63907,0,0.0159
63908,0,0.0497
63909,0,0.0015
63910,0,0.3935
63911,0,0.0693
63912,0,0.016
63913,0,0.0863
63914,0,0.0022
63915,0,0.0197
63916,0,0.0155
63917,0,0.0138
63918,0,0.0137
63919,0,0.0374
63920,0,0.0034
63921,0,0.0586
63922,0,0.049
63923,0,0.0019
63924,0,0.0412
63925,0,0.0236
63926,0,0.0021
63927,0,0.035
63928,0,0.0169
63929,0,0.0391
63930,0,0.0087
63931,1,0.9553
63932,0,0.0056
63933,0,0.0017
63934,0,0.0188
63935,0,0.0153
63936,0,0.0308
63937,0,0.0416
63938,0,0.0398
63939,0,0.0081
63940,1,0.9524
63941,0,0.0256
63942,0,0.0343
63943,0,0.0326
63944,0,0.066
63945,0,0.0074
63946,0,0.0346
63947,0,0.0208
63948,0,0.0083
63949,0,0.0585
63950,0,0.0973
63951,1,0.9623
63952,0,0.0106
63953,0,0.0093
63954,0,0.0133
63955,0,0.0065
63956,0,0.0051
63957,0,0.043
63958,0,0.0688
63959,0,0.0148
63960,0,0.0083
63961,0,0.0246
63962,0,0.1138
63963,0,0.0457
63964,0,0.0233
63965,0,0.0026
63966,0,0.0152
63967,0,0.0157
63968,0,0.012
63969,0,0.1403
63970,0,0.0157
63971,0,0.0091
63972,0,0.1677
63973,1,0.981
63974,0,0.0314
63975,0,0.1026
63976,0,0.0705
63977,0,0.0028
63978,0,0.0434
63979,0,0.057
63980,0,0.0018
63981,0,0.0152
63982,0,0.1204
63983,0,0.0081
63984,1,0.9792
63985,0,0.0067
63986,0,0.0119
63987,0,0.0065
63988,0,0.1202
63989,0,0.0308
63990,0,0.232
63991,0,0.0282
63992,1,0.9545
63993,0,0.0418
63994,0,0.0438
63995,1,0.8365
63996,1,0.6815
63997,0,0.0061
63998,0,0.0113
63999,0,0.0399
64000,1,0.9153
64001,0,0.1214
64002,0,0.0365
64003,0,0.0063
64004,1,0.9583
64005,0,0.0088
64006,1,0.9567
64007,0,0.0544
64008,0,0.0066
64009,0,0.0026
64010,0,0.0337
64011,0,0.1282
64012,0,0.0028
64013,0,0.0502
64014,1,0.9617
64015,0,0.0045
64016,0,0.0041
64017,1,0.9636
64018,1,0.9693
64019,0,0.0255
64020,0,0.02
64021,0,0.017
64022,0,0.3778
64023,0,0.0211
64024,0,0.0677
64025,0,0.0274
64026,0,0.0134
64027,0,0.0008
64028,1,0.9637
64029,0,0.1469
64030,0,0.0062
64031,0,0.0066
64032,0,0.0141
64033,0,0.0361
64034,1,0.9374
64035,0,0.0441
64036,0,0.0208
64037,0,0.1647
64038,0,0.2838
64039,0,0.0269
64040,1,0.9637
64041,0,0.1067
64042,0,0.0252
64043,0,0.0053
64044,0,0.0035
64045,0,0.0532
64046,0,0.0109
64047,0,0.0301
64048,0,0.0095
64049,0,0.0152
64050,0,0.0033
64051,0,0.0244
64052,0,0.0129
64053,0,0.0188
64054,0,0.0075
64055,0,0.0426
64056,0,0.0178
64057,1,0.954
64058,0,0.0178
64059,1,0.9724
64060,0,0.0098
64061,0,0.0298
64062,0,0.0441
64063,0,0.0041
64064,0,0.0195
64065,0,0.0245
64066,0,0.1065
64067,0,0.0147
64068,0,0.0059
64069,0,0.2932
64070,1,0.9896
64071,0,0.0327
64072,0,0.0307
64073,0,0.0109
64074,1,0.9513
64075,0,0.0138
64076,0,0.0874
64077,0,0.0135
64078,0,0.014
64079,0,0.0175
64080,0,0.0534
64081,0,0.0148
64082,0,0.0163
64083,1,0.894
64084,0,0.0482
64085,0,0.0064
64086,0,0.0138
64087,0,0.0181
64088,0,0.0781
64089,0,0.0287
64090,0,0.0448
64091,0,0.0438
64092,0,0.0276
64093,0,0.1443
64094,0,0.0224
64095,0,0.0119
64096,0,0.0111
64097,0,0.0266
64098,0,0.0092
64099,0,0.0176
64100,0,0.0051
64101,0,0.0655
64102,0,0.1157
64103,0,0.024
64104,0,0.0265
64105,0,0.0414
64106,0,0.0243
64107,0,0.2804
64108,0,0.0119
64109,0,0.0571
64110,0,0.0694
64111,0,0.0091
64112,0,0.0181
64113,0,0.0077
64114,0,0.0097
64115,0,0.0094
64116,0,0.0045
64117,0,0.0237
64118,0,0.0045
64119,0,0.0149
64120,0,0.0154
64121,0,0.1737
64122,0,0.0055
64123,0,0.0194
64124,0,0.0013
64125,0,0.06
64126,0,0.0833
64127,0,0.0089
64128,0,0.0458
64129,0,0.0526
64130,0,0.0093
64131,0,0.0251
64132,0,0.0077
64133,0,0.024
64134,0,0.0165
64135,0,0.0024
64136,0,0.0723
64137,0,0.1152
64138,0,0.0058
64139,0,0.0467
64140,0,0.0264
64141,0,0.0406
64142,0,0.0096
64143,1,0.9121
64144,0,0.0166
64145,0,0.0163
64146,0,0.0022
64147,0,0.0152
64148,0,0.0743
64149,0,0.0234
64150,0,0.0138
64151,1,0.9857
64152,0,0.0552
64153,0,0.0201
64154,0,0.1832
64155,0,0.0062
64156,0,0.0295
64157,0,0.0199
64158,0,0.0399
64159,0,0.1656
64160,0,0.002
64161,0,0.0074
64162,1,0.9604
64163,0,0.01
64164,0,0.0278
64165,1,0.7844
64166,0,0.0044
64167,0,0.0259
64168,0,0.0063
64169,0,0.0277
64170,0,0.0133
64171,0,0.0564
64172,1,0.8782
64173,0,0.1252
64174,0,0.0281
64175,0,0.013
64176,0,0.0488
64177,0,0.0943
64178,0,0.058
64179,0,0.0115
64180,0,0.0191
64181,0,0.0134
64182,0,0.0452
64183,0,0.0215
64184,0,0.0778
64185,0,0.0031
64186,0,0.0299
64187,0,0.0081
64188,0,0.0074
64189,1,0.5645
64190,0,0.2559
64191,0,0.0704
64192,0,0.0082
64193,1,0.9558
64194,0,0.0136
64195,0,0.0233
64196,0,0.0128
64197,1,0.8599
64198,0,0.0007
64199,0,0.0539
64200,0,0.0165
64201,0,0.1288
64202,0,0.0493
64203,0,0.0151
64204,0,0.0631
64205,0,0.0023
64206,0,0.1565
64207,1,0.975
64208,0,0.1247
64209,0,0.1132
64210,0,0.0141
64211,0,0.0123
64212,0,0.0059
64213,0,0.0125
64214,0,0.0128
64215,0,0.0184
64216,0,0.0049
64217,0,0.0206
64218,1,0.5087
64219,0,0.0021
64220,0,0.0332
64221,0,0.1032
64222,0,0.0776
64223,0,0.0042
64224,1,0.7237
64225,0,0.0196
64226,0,0.0511
64227,0,0.1301
64228,0,0.0582
64229,1,0.8949
64230,0,0.4038
64231,0,0.0124
64232,0,0.0335
64233,0,0.0128
64234,0,0.0089
64235,0,0.0198
64236,0,0.0448
64237,0,0.0057
64238,0,0.0071
64239,0,0.0123
64240,0,0.0637
64241,0,0.0161
64242,0,0.0223
64243,0,0.0517
64244,1,0.7526
64245,0,0.0076
64246,0,0.0215
64247,0,0.0386
64248,0,0.014
64249,0,0.0509
64250,0,0.0667
64251,0,0.0095
64252,0,0.0337
64253,0,0.0494
64254,0,0.0426
64255,0,0.1242
64256,0,0.0162
64257,0,0.0237
64258,0,0.0189
64259,0,0.0106
64260,0,0.0262
64261,0,0.0314
64262,0,0.0068
64263,0,0.0278
64264,0,0.0036
64265,0,0.3406
64266,0,0.0291
64267,0,0.0021
64268,0,0.0086
64269,0,0.0187
64270,0,0.0525
64271,1,0.9595
64272,0,0.0414
64273,0,0.0042
64274,0,0.0403
64275,0,0.0051
64276,0,0.4726
64277,0,0.0302
64278,0,0.0073
64279,0,0.0178
64280,0,0.0109
64281,0,0.1095
64282,1,0.9164
64283,0,0.0078
64284,0,0.1425
64285,0,0.1432
64286,0,0.0104
64287,0,0.0178
64288,0,0.0469
64289,0,0.0652
64290,0,0.0079
64291,0,0.0581
64292,0,0.0446
64293,0,0.0243
64294,1,0.9705
64295,1,0.9691
64296,0,0.0602
64297,0,0.0155
64298,0,0.0266
64299,0,0.021
64300,1,0.9721
64301,0,0.0302
64302,0,0.0063
64303,0,0.0423
64304,0,0.0093
64305,0,0.0134
64306,0,0.0859
64307,0,0.0857
64308,0,0.0241
64309,1,0.5843
64310,0,0.0927
64311,0,0.2437
64312,1,0.6841
64313,0,0.001
64314,0,0.0131
64315,0,0.0113
64316,0,0.0104
64317,0,0.4062
64318,0,0.0784
64319,0,0.0456
64320,0,0.0636
64321,0,0.0169
64322,0,0.0088
64323,0,0.0118
64324,0,0.1146
64325,0,0.022
64326,0,0.0168
64327,1,0.8552
64328,0,0.0141
64329,0,0.3713
64330,0,0.2664
64331,0,0.0107
64332,0,0.363
64333,0,0.0314
64334,0,0.0626
64335,0,0.0008
64336,0,0.014
64337,0,0.0119
64338,1,0.9604
64339,0,0.0302
64340,1,0.964
64341,0,0.0344
64342,0,0.0104
64343,0,0.1172
64344,1,0.7256
64345,0,0.0137
64346,0,0.0424
64347,0,0.0047
64348,1,0.9077
64349,0,0.0309
64350,0,0.2579
64351,0,0.0892
64352,0,0.0054
64353,0,0.0047
64354,0,0.0013
64355,0,0.0059
64356,0,0.0798
64357,0,0.0288
64358,0,0.0371
64359,0,0.024
64360,0,0.0121
64361,0,0.0196
64362,0,0.0102
64363,0,0.018
64364,0,0.0655
64365,0,0.0786
64366,0,0.0021
64367,0,0.041
64368,0,0.0284
64369,0,0.0539
64370,0,0.0127
64371,0,0.0909
64372,0,0.0631
64373,0,0.0531
64374,0,0.03
64375,0,0.0223
64376,0,0.0422
64377,0,0.0077
64378,0,0.0214
64379,0,0.019
64380,0,0.0071
64381,0,0.0104
64382,0,0.0412
64383,0,0.0236
64384,0,0.0358
64385,0,0.0129
64386,0,0.0411
64387,0,0.0401
64388,0,0.001
64389,0,0.2206
64390,0,0.0049
64391,0,0.0382
64392,1,0.9693
64393,0,0.0076
64394,0,0.0048
64395,0,0.191
64396,0,0.0271
64397,0,0.0177
64398,0,0.0346
64399,0,0.0575
64400,1,0.9954
64401,0,0.0073
64402,0,0.0014
64403,0,0.0657
64404,0,0.0178
64405,0,0.0391
64406,0,0.0029
64407,0,0.0638
64408,1,0.9722
64409,0,0.0111
64410,0,0.087
64411,0,0.008
64412,0,0.2735
64413,0,0.0044
64414,1,0.9621
64415,0,0.0201
64416,0,0.0095
64417,0,0.2014
64418,0,0.0398
64419,0,0.0096
64420,0,0.0147
64421,0,0.0642
64422,0,0.0104
64423,0,0.0632
64424,0,0.0109
64425,0,0.0871
64426,0,0.041
64427,0,0.0846
64428,0,0.0028
64429,0,0.0038
64430,0,0.0167
64431,1,0.9713
64432,0,0.1009
64433,0,0.0169
64434,0,0.0446
64435,0,0.0372
64436,0,0.0359
64437,0,0.3328
64438,0,0.0141
64439,0,0.0241
64440,0,0.0091
64441,0,0.0021
64442,0,0.0534
64443,0,0.0519
64444,0,0.0092
64445,0,0.0873
64446,0,0.0282
64447,0,0.295
64448,0,0.0318
64449,0,0.0218
64450,0,0.3583
64451,0,0.0117
64452,1,0.9632
64453,0,0.0091
64454,0,0.0304
64455,0,0.1753
64456,0,0.0171
64457,1,0.9778
64458,0,0.0059
64459,0,0.0062
64460,0,0.2586
64461,0,0.0039
64462,0,0.0102
64463,0,0.0293
64464,0,0.025
64465,1,0.9604
64466,0,0.0319
64467,0,0.0099
64468,0,0.011
64469,0,0.0021
64470,0,0.0226
64471,0,0.0071
64472,0,0.0321
64473,1,0.8589
64474,0,0.1885
64475,1,0.9432
64476,0,0.0577
64477,0,0.0421
64478,0,0.079
64479,0,0.0511
64480,0,0.0355
64481,0,0.0051
64482,0,0.1338
64483,0,0.2123
64484,0,0.0257
64485,0,0.0066
64486,0,0.0398
64487,0,0.0055
64488,0,0.0281
64489,0,0.0149
64490,0,0.1014
64491,0,0.0058
64492,0,0.0071
64493,0,0.0436
64494,0,0.0079
64495,0,0.0078
64496,0,0.0041
64497,0,0.0093
64498,0,0.0583
64499,0,0.0013
64500,0,0.0153
64501,0,0.0882
64502,0,0.1621
64503,0,0.0356
64504,0,0.0106
64505,0,0.0795
64506,1,0.9771
64507,0,0.0282
64508,0,0.0095
64509,1,0.9656
64510,0,0.0038
64511,0,0.0179
64512,0,0.0085
64513,0,0.014
64514,0,0.0146
64515,0,0.1501
64516,0,0.0093
64517,0,0.0021
64518,0,0.0056
64519,0,0.0013
64520,0,0.0131
64521,0,0.0394
64522,0,0.0026
64523,0,0.0259
64524,0,0.007
64525,0,0.0549
64526,0,0.0013
64527,0,0.0061
64528,0,0.0406
64529,0,0.0071
64530,0,0.0413
64531,0,0.0222
64532,0,0.0013
64533,0,0.0061
64534,0,0.283
64535,0,0.0606
64536,0,0.0044
64537,0,0.0382
64538,0,0.0035
64539,1,0.9625
64540,0,0.0185
64541,0,0.0275
64542,0,0.0145
64543,0,0.0237
64544,0,0.0158
64545,0,0.0236
64546,0,0.087
64547,0,0.1541
64548,0,0.0928
64549,0,0.0167
64550,0,0.0289
64551,0,0.0074
64552,0,0.0328
64553,0,0.0342
64554,0,0.0105
64555,0,0.0162
64556,0,0.0062
64557,0,0.0108
64558,1,0.9731
64559,0,0.0173
64560,0,0.0098
64561,0,0.006
64562,0,0.0472
64563,0,0.0028
64564,0,0.0067
64565,1,0.9686
64566,0,0.0788
64567,0,0.2424
64568,0,0.0707
64569,0,0.0151
64570,0,0.0404
64571,0,0.0207
64572,1,0.8731
64573,0,0.0171
64574,0,0.0537
64575,0,0.0084
64576,0,0.1487
64577,0,0.0263
64578,0,0.0081
64579,0,0.0119
64580,0,0.0302
64581,0,0.0051
64582,0,0.0115
64583,0,0.0807
64584,0,0.0056
64585,0,0.0925
64586,0,0.0298
64587,0,0.0197
64588,0,0.0104
64589,0,0.0119
64590,1,0.9051
64591,0,0.0048
64592,0,0.0058
64593,0,0.0109
64594,0,0.0088
64595,0,0.019
64596,0,0.0125
64597,1,0.9357
64598,0,0.0554
64599,1,0.9798
64600,0,0.0282
64601,1,0.979
64602,0,0.0408
64603,0,0.0293
64604,1,0.9047
64605,0,0.0048
64606,0,0.0074
64607,0,0.1195
64608,0,0.0552
64609,0,0.0352
64610,0,0.0149
64611,0,0.0037
64612,0,0.0981
64613,0,0.0074
64614,0,0.0542
64615,0,0.0218
64616,1,0.9848
64617,0,0.011
64618,0,0.0051
64619,0,0.0151
64620,0,0.0315
64621,0,0.0325
64622,0,0.0106
64623,0,0.0585
64624,0,0.0506
64625,1,0.9617
64626,0,0.0716
64627,0,0.3604
64628,0,0.2973
64629,0,0.0123
64630,0,0.0981
64631,0,0.0084
64632,0,0.002
64633,0,0.0269
64634,1,0.7907
64635,0,0.0998
64636,0,0.0074
64637,0,0.0093
64638,0,0.0063
64639,1,0.931
64640,0,0.1201
64641,0,0.0206
64642,0,0.0802
64643,0,0.0162
64644,0,0.0865
64645,0,0.0153
64646,0,0.0189
64647,0,0.0178
64648,0,0.0087
64649,0,0.0066
64650,1,0.9286
64651,0,0.0681
64652,0,0.0129
64653,0,0.0507
64654,1,0.9893
64655,0,0.0196
64656,0,0.0033
64657,0,0.0676
64658,0,0.0083
64659,0,0.0351
64660,0,0.0242
64661,0,0.0089
64662,0,0.2839
64663,0,0.0104
64664,0,0.1139
64665,0,0.0129
64666,0,0.0109
64667,0,0.022
64668,0,0.1321
64669,0,0.0235
64670,0,0.3548
64671,0,0.0632
64672,0,0.0252
64673,0,0.0305
64674,1,0.5557
64675,0,0.0133
64676,0,0.0413
64677,0,0.0053
64678,0,0.0461
64679,0,0.0012
64680,1,0.9902
64681,0,0.0013
64682,0,0.0333
64683,0,0.0105
64684,0,0.0024
64685,0,0.0335
64686,0,0.008
64687,0,0.1223
64688,0,0.1706
64689,1,0.9694
64690,0,0.0014
64691,0,0.0027
64692,0,0.0092
64693,0,0.0068
64694,0,0.1045
64695,1,0.9277
64696,1,0.5068
64697,0,0.0187
64698,0,0.0119
64699,0,0.0135
64700,0,0.0218
64701,0,0.0403
64702,0,0.0231
64703,0,0.3316
64704,0,0.1694
64705,1,0.9667
64706,0,0.0066
64707,0,0.0057
64708,0,0.0281
64709,0,0.0026
64710,0,0.0275
64711,0,0.0092
64712,0,0.0513
64713,0,0.1965
64714,0,0.0113
64715,0,0.0559
64716,0,0.1337
64717,0,0.1933
64718,0,0.1303
64719,0,0.0088
64720,0,0.0151
64721,0,0.0922
64722,0,0.049
64723,0,0.0097
64724,0,0.039
64725,0,0.0212
64726,0,0.0068
64727,0,0.0452
64728,1,0.9616
64729,0,0.0387
64730,0,0.0084
64731,0,0.0273
64732,1,0.5381
64733,1,0.9679
64734,0,0.2662
64735,0,0.0009
64736,0,0.0835
64737,0,0.0197
64738,1,0.9732
64739,1,0.9829
64740,0,0.0422
64741,0,0.4244
64742,0,0.0083
64743,0,0.0127
64744,0,0.0193
64745,0,0.0345
64746,1,0.907
64747,0,0.0091
64748,0,0.0013
64749,0,0.0024
64750,0,0.0151
64751,0,0.0142
64752,1,0.9079
64753,0,0.0172
64754,0,0.0384
64755,0,0.0007
64756,0,0.0995
64757,0,0.0379
64758,0,0.0296
64759,0,0.02
64760,0,0.0095
64761,0,0.0033
64762,0,0.0549
64763,0,0.0159
64764,0,0.4118
64765,0,0.0253
64766,0,0.0661
64767,0,0.0052
64768,0,0.1594
64769,0,0.065
64770,1,0.5752
64771,0,0.0592
64772,0,0.1061
64773,1,0.9663
64774,0,0.0102
64775,0,0.0033
64776,0,0.0056
64777,0,0.0113
64778,1,0.8832
64779,0,0.0119
64780,0,0.0983
64781,1,0.9344
64782,0,0.0157
64783,0,0.0251
64784,0,0.0141
64785,0,0.0079
64786,0,0.0113
64787,0,0.1221
64788,0,0.0889
64789,0,0.007
64790,0,0.0259
64791,0,0.0227
64792,0,0.0024
64793,0,0.0089
64794,0,0.0053
64795,0,0.008
64796,0,0.0327
64797,0,0.0249
64798,0,0.0075
64799,0,0.0605
64800,0,0.0122
64801,0,0.3158
64802,0,0.0179
64803,0,0.0165
64804,0,0.0083
64805,0,0.0914
64806,0,0.0017
64807,0,0.0394
64808,0,0.0917
64809,0,0.08
64810,0,0.1314
64811,0,0.0162
64812,0,0.067
64813,1,0.9346
64814,0,0.0213
64815,0,0.0539
64816,0,0.0782
64817,0,0.147
64818,0,0.0143
64819,0,0.0211
64820,0,0.0152
64821,0,0.0283
64822,0,0.1382
64823,0,0.0098
64824,0,0.0844
64825,0,0.024
64826,0,0.1717
64827,0,0.0163
64828,0,0.0123
64829,0,0.0176
64830,0,0.0474
64831,0,0.1066
64832,1,0.6469
64833,0,0.0378
64834,0,0.0373
64835,0,0.0111
64836,0,0.0297
64837,0,0.0191
64838,0,0.0306
64839,0,0.1537
64840,0,0.1793
64841,0,0.0033
64842,0,0.1376
64843,0,0.0223
64844,0,0.0195
64845,0,0.0118
64846,0,0.0272
64847,0,0.001
64848,0,0.2859
64849,0,0.0024
64850,0,0.0154
64851,0,0.0534
64852,0,0.0118
64853,0,0.0242
64854,0,0.1064
64855,0,0.0132
64856,0,0.0443
64857,0,0.0198
64858,0,0.0267
64859,0,0.0057
64860,0,0.0351
64861,0,0.0058
64862,0,0.0118
64863,0,0.0012
64864,0,0.0101
64865,0,0.0227
64866,0,0.0219
64867,0,0.0213
64868,0,0.0515
64869,0,0.0259
64870,0,0.0177
64871,0,0.0162
64872,0,0.0069
64873,0,0.1847
64874,0,0.0382
64875,0,0.0136
64876,0,0.0265
64877,0,0.0544
64878,0,0.0023
64879,0,0.0071
64880,0,0.0259
64881,0,0.052
64882,0,0.0799
64883,0,0.0852
64884,0,0.0657
64885,0,0.0811
64886,0,0.0041
64887,0,0.0983
64888,0,0.019
64889,1,0.9507
64890,0,0.0666
64891,0,0.0198
64892,0,0.0839
64893,0,0.0223
64894,0,0.251
64895,0,0.0541
64896,0,0.0429
64897,0,0.015
64898,1,0.9741
64899,0,0.0321
64900,0,0.021
64901,0,0.0196
64902,0,0.1075
64903,0,0.0215
64904,0,0.0234
64905,1,0.9544
64906,1,0.94
64907,0,0.0125
64908,0,0.0498
64909,0,0.0042
64910,0,0.0092
64911,0,0.0087
64912,0,0.0208
64913,0,0.1766
64914,0,0.0402
64915,0,0.0097
64916,0,0.1301
64917,0,0.0351
64918,0,0.0105
64919,0,0.0029
64920,0,0.0105
64921,0,0.0323
64922,0,0.0288
64923,0,0.1349
64924,0,0.1832
64925,1,0.9775
64926,0,0.006
64927,0,0.0986
64928,0,0.0303
64929,0,0.0138
64930,0,0.0057
64931,0,0.0024
64932,0,0.0071
64933,0,0.33
64934,0,0.0016
64935,0,0.005
64936,0,0.0027
64937,0,0.1205
64938,0,0.0204
64939,1,0.9321
64940,0,0.0058
64941,0,0.4006
64942,0,0.041
64943,0,0.0609
64944,0,0.0075
64945,0,0.0047
64946,0,0.0243
64947,0,0.0087
64948,0,0.0278
64949,0,0.0069
64950,0,0.0175
64951,1,0.5171
64952,0,0.0064
64953,0,0.0177
64954,0,0.0085
